0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
1.3673115446670725,-0.9157531882834204,-0.38495805489611656,-1.5032169033227079,0.5684449097400766,-0.28038294099416683,0.7610993175356728,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.2966527935306995,1.4088447665684216,-0.3211884958676884,1.1845570624078114,1.046221451497104,-1.2746019497312804,-0.5067214037470653,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.6465770089518716,-0.783919408639226,-0.9859412177430282,1.6706146234160941,-0.10345807481067414,1.42543789062275,-0.45303617885573166,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
1.3526057257899482,-0.5722635167775163,-0.030830577785424796,1.043897580899409,-0.7421071829923649,-1.4393865559586636,-0.039691534959066264,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.0382410053039606,-0.010106614197108434,-0.31082310384197154,0.006727747170847083,0.6306087272565838,0.5844593596956198,-1.238130187687254,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.2019296638153614,0.2103322490726427,-0.7544766139890254,0.3197630364361628,0.24947044812239455,-0.7448211060675533,-1.7038744974872648,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
0.7836401626403078,0.06539423128207206,-0.292656625449051,-0.48514017410110616,-1.5400753741813389,-1.3941695080519243,0.024021071376939533,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1.4071730190785556,-1.6682601700842428,0.9504107076128994,1.1669871326586156,-0.5805719835973486,0.6873743942087954,1.528984693305528,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.9753802030840989,0.8016272227176979,0.14361797376207414,1.2087464887697974,0.9019118789033602,0.16853250121592342,1.1997260867460111,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.8311732103382871,-1.45759845589509,-1.638770733881033,-0.4971009095078947,1.5882670910376084,0.10961055609585586,-0.40076819509250733,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.085626800862197,0.6562195725365361,0.8521929186352006,-1.4081086983623545,-1.2789613400654818,1.7149482940813994,0.1529153745763668,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
0.550350686843316,1.332367284628062,-0.6741752558462792,1.054624778197287,1.5931292301446973,0.3373092650750654,1.333928604358212,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.7194308426799643,-0.6423266991531192,0.8019791749949572,0.9942441251885435,-0.028191427066931396,1.5805013894308102,0.46399277642476955,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-1.634977994576124,-1.1853309540516022,-0.5784433609208494,0.5518142740536476,-1.465228141974157,-0.9276910807087888,0.685038454664809,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-0.6656345230516972,0.3299452671252706,-0.17566929041436175,1.6705722278281403,-1.7365434941931164,1.364765831491816,0.9397516703231058,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
-0.4460202798760962,0.04495815006563514,0.13525465963321973,0.2804676215194871,1.4211266638073108,0.46289281991166287,-0.8515818846071744,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
1.40648042061618,1.1337035089007343,-1.1711142697110724,-0.9851963246159554,1.4828959694826152,-1.6096392667091037,0.6555422381102076,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.4902995376902217,-0.5203531706841187,0.13557430802206213,-1.3530529626201844,0.1254597399564791,0.6766232707891323,0.16853968594503957,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
0.8285419367561968,0.9842944587717151,-1.1706238950350212,0.7474288383426994,-1.610736260396279,0.5992406145782365,-1.1822127293339122,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
0.8660087394945187,-1.7327218558224555,-1.1642118850344294,-0.031870054595298805,0.6812354364768117,-1.2422415680762249,0.4408107609103454,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.18844861043621441,0.40514135588784617,0.8561672680586586,-0.020779418688135258,-1.569345779254086,0.5417515298590617,1.437065497313268,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
-1.5377747652356981,-1.5259106414618306,1.5178459055920928,1.0609916362878862,-0.4768709976510671,0.817537746828468,-0.04588425995565111,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.9191025799438594,-0.6963617273070333,0.638366015312518,1.1395205187998168,-1.4410609128469798,1.024724623374021,1.075580648367147,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
